facility_name,odhf_facility_type,latitude,longitude
Gmf Bellechasse (clinique M-dicale Sainte-claire),Ambulatory health care services,46.60096,-70.869
Gmf Berthier - Saint-jacques (clinique De M-decine Familiale De Berthier),Ambulatory health care services,46.0900881,-73.1994021
Gmf Berthier - Saint-jacques (clinique M-dicale L'acadie),Ambulatory health care services,45.953572,-73.575836
Gmf Boulevard De L'avenir (clinique M-dicale De L'avenir),Ambulatory health care services,45.563519,-73.724491
Gmf Carrefour Sant- (centre M-dical Du Portage),Ambulatory health care services,45.4267415,-75.7141413
Gmf Carrefour Sant- (clinique M-dicale 119 Wellington),Ambulatory health care services,45.426586,-75.719703
Gmf Carrefour Sant- (clinique M-dicale Du Carrefour Sant- Aylmer),Ambulatory health care services,45.396194,-75.823509
Gmf Centre M-dical Beauport (centre M-dical Beauport),Ambulatory health care services,46.27726611,-72.92129866
Gmf Centre M-dical Laval (centre M-dical Laval) (super-clinique),Ambulatory health care services,45.610921,-73.658163
Gmf Charlesbourg (centre M-dical Cherbourg),Ambulatory health care services,46.863659,-71.268904
Gmf Charlesbourg (m-di-clinique De La Capitale),Ambulatory health care services,46.8397,-71.257342
Gmf Charlevoix-est (clinique De M-decine Familiale De Clermont),Ambulatory health care services,47.690705,-70.224288
Gmf Charlevoix-est (clinique De M-decine Familiale De La Malbaie),Ambulatory health care services,47.647468,-70.152367
Gmf Charlevoix-est (clinique M-dicale Baril-sauv-),Ambulatory health care services,47.647335,-70.152098
Gmf Charlevoix-ouest (centre M-dical Fafard Eng.),Ambulatory health care services,47.447965,-70.518649
Gmf Chaudiere-ouest (clinique M-dicale Chaudi-re),Ambulatory health care services,46.11805,-70.6732
Gmf Chaudi-re-ouest (clinique M-dicale Saint-c-me),Ambulatory health care services,46.05842,-70.5224
Gmf Clinique Des Ponts (clinique Des Ponts),Ambulatory health care services,46.73166,-71.2626
Gmf Clinique Familiale Des Prairies,Ambulatory health care services,46.053218,-73.417795
Gmf Clinique M-dicale Mascouche,Ambulatory health care services,45.746743,-73.606174
Gmf Clinique M-dicale Saint-anselme (clinique M-dicale Saint-anselme),Ambulatory health care services,46.64001,-70.9869
Gmf Clinique M-dicale Saint-fran-ois,Ambulatory health care services,45.672733,-73.595177
Gmf Clinique M-dicale Saint--tienne (gmf Clinique M-dicale Saint--tienne),Ambulatory health care services,46.6534,-71.3137
Gmf Clinique Sant- 440 (clinique M-dicale Bellerive),Ambulatory health care services,45.537072,-73.726104
Gmf Clinique Sant- 440 (clinique Sant- 440),Ambulatory health care services,45.558087,-73.79372
Gmf Clinique Sant- 440 (docteure Salpi Hagopian Et Megerditch Tarakdjian),Ambulatory health care services,45.5504,-73.758933
Gmf Concorde (super-clinique) (polyclinique M-dicale De La Concorde),Ambulatory health care services,45.577728,-73.681644
Gmf Cyriac (clinique Familiale D'arvida),Ambulatory health care services,48.419928,-71.178617
Gmf Cyriac (clinique M-dicale De La Cit-),Ambulatory health care services,48.423485,-71.241323
Gmf Cyriac (clinique M-dicale Du Docteur Donald Boulianne),Ambulatory health care services,48.412234,-71.186859
Gmf Cyriac (clinique M-dicale Mellon),Ambulatory health care services,48.422673,-71.181115
Gmf Cyriac (clinique M-dicale Place Des Chemins),Ambulatory health care services,48.412376,-71.233457
Gmf Cyriac (clsc Jonqui-re),Ambulatory health care services,48.411869,-71.237721
Gmf D'aylmer (clinique M-dicale Du Vieux Aylmer),Ambulatory health care services,45.395383,-75.83369
Gmf D'aylmer (clinique M-dicale Sant- -quilibre),Ambulatory health care services,45.385048,-75.804753
Gmf D'aylmer (clsc De Gatineau - Leguerrier),Ambulatory health care services,45.399306,-75.835932
Gmf De Gatineau (centre De M-decine Familiale De Gatineau),Ambulatory health care services,45.488266,-75.598716
Gmf De Hull (clinique M-dicale De L'-le),Ambulatory health care services,45.429967,-75.727467
Gmf De Hull (clinique M-dicale Du Faubourg),Ambulatory health care services,45.47412,-75.739418
Gmf De Joliette (clinique Familiale Brind'amour),Ambulatory health care services,46.036188,-73.45255
Gmf De Joliette (clinique M-dicale Lanaudi-re),Ambulatory health care services,46.036675,-73.452465
Gmf De Jonquiere (clinique De M-decine Familiale De Jonqui-re),Ambulatory health care services,48.413434,-71.248478
Gmf De Jonqui-re (clinique M-dicale Des Roitelets),Ambulatory health care services,48.392629,-71.05226
Gmf De Kamouraska (clinique M-dicale La Pocati-re),Ambulatory health care services,47.3721256,-70.0282257
Gmf De Kamouraska (clinique M-dicale Saint-pascal),Ambulatory health care services,47.5267671,-69.8057505
Gmf De Kamouraska (docteur Denis Pelletier),Ambulatory health care services,47.3108881,-70.1725941
Gmf De Kamouraska (docteur Jean Hudon),Ambulatory health care services,47.3611443,-70.0498224
Gmf De L'assomption (clinique M-dicale De L'assomption),Ambulatory health care services,45.838457,-73.413477
Gmf De L'estuaire (clsc Et Gmf-u De Rimouski),Ambulatory health care services,48.4550376,-68.5217353
Gmf De L'outaouais (clinique De M-decine Familiale De Hull),Ambulatory health care services,45.439862,-75.730608
Gmf De L'outaouais (clinique M-dicale Cit--des-jeunes),Ambulatory health care services,45.450168,-75.754692
Gmf De L'outaouais (m-decine Familiale Montclair),Ambulatory health care services,45.439883,-75.730754
Gmf De La Basse Li-vre (clinique M-dicale De Thurso),Ambulatory health care services,45.59949017,-75.24399202
Gmf De La Basse Li-vre (coop Sant- Buckingham),Ambulatory health care services,45.583688,-75.413443
Gmf De La Basse Li-vre (polyclinique Buckingham S.e.n.c.),Ambulatory health care services,45.5894805,-75.41362079
Gmf De La Clinique Familiale Saint-georges-de-beauce (clinique Familiale Saint-georges-de-beauce),Ambulatory health care services,46.11125,-70.6519
Gmf De La Clinique Familiale Saint-georges-de-beauce (clinique M-dicale Saint-g-d-on-de-beauce),Ambulatory health care services,45.85085,-70.6384
Gmf De La Matap-dia (centre M-dical De La Vall-e),Ambulatory health care services,48.465126,-67.431083
Gmf De La Matap-dia (clinique M-dicale De Causapscal),Ambulatory health care services,48.3551835,-67.2244896
Gmf De La Matap-dia (clinique M-dicale Sayabec),Ambulatory health care services,48.559431,-67.685412
Gmf De La Minganie (centre Multiservices De Sant- Et De Services Sociaux De La Minganie),Ambulatory health care services,50.23766,-63.604726
Gmf De La Mitis (clinique M-dicale De Mont-joli),Ambulatory health care services,48.5872455,-68.1978217
Gmf De La Mitis (clsc De La Mitis),Ambulatory health care services,48.571965,-68.215773
Gmf De Laurier-station (centre De Sant- Arthur-caux),Ambulatory health care services,46.54003,-71.6307
Gmf De Laurier-station (clinique M-dicale Sainte-agathe),Ambulatory health care services,46.38778,-71.415
Gmf De L-vis (centre M-dical L-vis-lauzon),Ambulatory health care services,46.80798,-71.1623
Gmf De Mascouche (m-di-centre Mascouche),Ambulatory health care services,45.743836,-73.608207
Gmf De Matane (clinique M-dicale De Matane),Ambulatory health care services,48.85252,-67.512502
Gmf De Matane (clinique M-dicale Saint-r-dempteur),Ambulatory health care services,48.847712,-67.522806
Gmf De Matane (clsc De Matane ( Baie-des-sables)),Ambulatory health care services,48.7210863,-67.8937987
Gmf De Montmagny (clinique M-dicale De Montmagny),Ambulatory health care services,46.98133,-70.5647
Gmf De Montmagny (clinique M-dicale Docteur Simon Morin),Ambulatory health care services,46.88625,-70.7154
Gmf De Montmagny (clinique M-dicale Du Cap Saint-ignace),Ambulatory health care services,47.03748,-70.4589
Gmf De Montmagny (clinique M-dico-dentaire De Montmagny),Ambulatory health care services,46.98054,-70.5677
Gmf De Montmagny (clsc De Saint-fabien-de-panet),Ambulatory health care services,46.657607,-70.152429
Gmf De Montmagny (clsc De Saint-pamphile),Ambulatory health care services,46.96074,-69.7833
Gmf De Montmagny (clsc Et Chsld De Saint-jean-port-joli),Ambulatory health care services,47.20845,-70.2578
Gmf De Saint-henri (clinique M-dicale Saint-henri),Ambulatory health care services,46.70408,-71.0742
Gmf De Thetford (clinique M-dicale Kingsville),Ambulatory health care services,46.10632,-71.2808
Gmf De Touraine (clinique M-dicale Touraine),Ambulatory health care services,45.493846,-75.688732
Gmf De T-miscouata (clinique M-dicale Cabano),Ambulatory health care services,47.683652,-68.879645
Gmf De T-miscouata (clinique M-dicale De Squatec),Ambulatory health care services,47.881742,-68.720328
Gmf De T-miscouata (clinique M-dicale Lac-des-aigles),Ambulatory health care services,47.988945,-68.676196
Gmf De T-miscouata (clinique M-dicale Linda Landry),Ambulatory health care services,47.613636,-68.799209
Gmf De T-miscouata (clsc De Cabano),Ambulatory health care services,47.679629,-68.886708
Gmf De T-miscouata (clsc De D-gelis),Ambulatory health care services,47.548187,-68.642452
Gmf De T-miscouata (clsc De Lac-des-aigles),Ambulatory health care services,47.988358,-68.676742
Gmf De T-miscouata (clsc De Rivi-re-bleue),Ambulatory health care services,47.431894,-69.03893
Gmf De T-miscouata (h-pital De Notre-dame-du-lac),Ambulatory health care services,47.611888,-68.798841
Gmf De Wakefield (centre De M-decine Familiale De Wakefield),Ambulatory health care services,45.6378681,-75.9300599
Gmf De Wakefield (clsc De Val-des-monts),Ambulatory health care services,45.585015,-75.619205
Gmf Des Ab-nakis (bureau Du Docteur Pierre Roy),Ambulatory health care services,46.27027,-70.9931
Gmf Des Ab-nakis (clinique M-dicale De Saint-prosper),Ambulatory health care services,46.21349,-70.4808
Gmf Des Ab-nakis (clinique M-dicale De Saint-zacharie),Ambulatory health care services,46.12911,-70.3666
Gmf Des Ab-nakis (clinique M-dicale Du Carrefour),Ambulatory health care services,46.13249,-70.7004
Gmf Des Affluents,Ambulatory health care services,45.753293,-73.46819
Gmf Des Appalaches (clinique Familiale De Thetford Mines),Ambulatory health care services,46.10381,-71.2883
Gmf Des Appalaches (clinique M-dicale Champlain),Ambulatory health care services,45.90033,-71.3568
Gmf Des Aurores Boreales (gmf-u Des Aurores Boreales),Ambulatory health care services,48.806153,-79.200826
Gmf Des Aurores Bor-ales (clsc Des Aurores Bor-ales),Ambulatory health care services,48.786353,-79.198345
Gmf Des Aurores-boreales (clinique De Sant- De L'-veil),Ambulatory health care services,48.792986,-79.2173
Gmf Des Aurores-boreales (polyclinique Wabakin De La Sarre),Ambulatory health care services,48.788304,-79.200293
Gmf Des Aurores-bor-ales (clinique M-dicale Du Docteure H-l-ne Hottlet),Ambulatory health care services,48.791071,-79.216749
Gmf Des Basques (centre De Multiservices De Sant- Et Services Sociaux De Trois-pistoles),Ambulatory health care services,48.1328999,-69.1605628
Gmf Des Basques (clsc Saint-jean-de-dieu),Ambulatory health care services,48.006273,-69.041193
Gmf Des Basques Clsc Des Basques (point De Service Saint-cl-ment)),Ambulatory health care services,47.923499,-69.096779
Gmf Des Bois-s (clinique Des Bois-s),Ambulatory health care services,45.546564,-73.776731
Gmf Des Rivi-res (clinique M-dicale Rivi-re-du-moulin),Ambulatory health care services,48.421334,-71.040397
Gmf Des Samares (clinique M-dicale L'achigan),Ambulatory health care services,45.860982,-73.596265
Gmf Des Samares (clinique M-dicale Sainte-julienne),Ambulatory health care services,45.960326,-73.707305
Gmf Des Seigneurs (polyclinique M-dicale De Terrebonne),Ambulatory health care services,45.702319,-73.640438
Gmf Des -les (clinique Sant- Des -les ),Ambulatory health care services,47.37429,-61.8746
Gmf Des -les (clsc De L'archipel (point De Service)),Ambulatory health care services,47.37623,-61.8676
Gmf Du Bois- Langevin (clinique M-dicale Du Bois- Langevin),Ambulatory health care services,48.445265,-68.523859
Gmf Du Centre De Sant- De T-miscaming (point De Service De T-miscaming-et-de-kipawa),Ambulatory health care services,46.725619,-79.094178
Gmf Du Fjord (clinique M-dicale Des 21),Ambulatory health care services,48.330719,-70.889924
Gmf Du Fjord (clinique M-dicale L'anse-saint-jean),Ambulatory health care services,48.19714739,-70.24121636
Gmf Du Fleuve (clinique M-dicale De Saint-fabien),Ambulatory health care services,48.295662,-68.866125
Gmf Du Fleuve (clinique M-dicale Du Docteur Alain Daigle),Ambulatory health care services,48.3730998,-68.7100965
Gmf Du Fleuve (clinique M-dicale Du Phare),Ambulatory health care services,48.506059,-68.466982
Gmf Du Grand-portage (clinique M-dicale De Cacouna),Ambulatory health care services,47.9741851,-69.4091239
Gmf Du Grand-portage (clinique M-dicale Frontenac),Ambulatory health care services,47.829587,-69.534682
Gmf Du Grand-portage (clinique M-dicale Saint-antonin ),Ambulatory health care services,47.7828198,-69.4642552
Gmf Du Grand-portage (clsc De L'isle-verte),Ambulatory health care services,48.0147702,-69.336729
Gmf Du Grand-portage (clsc De Rivi-re-du-loup),Ambulatory health care services,47.830592,-69.536157
Gmf Du Pontiac (clinique M-dicale De Campbell's Bay),Ambulatory health care services,45.733505,-76.60075
Gmf Du Pontiac (clinique M-dicale De Fort-coulonge),Ambulatory health care services,45.84187638,-76.73768233
Gmf Du Pontiac (clsc Chapeau),Ambulatory health care services,45.9103446,-77.07294316
Gmf Du Pontiac (clsc De Quyon),Ambulatory health care services,45.520254,-76.23069
Gmf Du Pontiac (clsc Mansfield Pontefract),Ambulatory health care services,45.847977,-76.7299523
Gmf Du Pontiac (clsc Otter Lake),Ambulatory health care services,45.84553314,-76.43284297
Gmf Du Pontiac (clsc Shawville),Ambulatory health care services,45.60593645,-76.48669844
Gmf Du Royaume (clinique M-dicale Barrette),Ambulatory health care services,48.39511898,-71.0733941
Gmf Fabreville (super-clinique),Ambulatory health care services,45.576417,-73.786654
Gmf F-lim-dic (clinique M-dicale Saint-f-lix-de-valois),Ambulatory health care services,46.1546593,-73.4315067
Gmf Grand-gasp- (clinique M-dicale Centre-ville),Ambulatory health care services,48.82867,-64.4847
Gmf Grand-gasp- (clinique M-dicale Du H-vre),Ambulatory health care services,48.83291,-64.4809
Gmf Grand-gasp- (clinique M-dicale Synergie),Ambulatory health care services,48.83944,-64.4834
Gmf Grand-gasp- (clinique Point.com),Ambulatory health care services,48.82571,-64.5001
Gmf Grand-gasp- (clsc De Barachois),Ambulatory health care services,48.61777,-64.2797
Gmf Grand-gasp- (clsc De Rivi-re-au-renard),Ambulatory health care services,48.98881,-64.3739
Gmf Grand-gasp- (gmf-u),Ambulatory health care services,48.81301,-64.4949
Gmf Harricana (clinique M-dicale Amos),Ambulatory health care services,48.574857,-78.127023
Gmf Haute-gasp-sie (clinique Des Monts),Ambulatory health care services,49.12548,-66.5008
Gmf Haute-gasp-sie (clinique Du Docteur Michel-xavier Simard),Ambulatory health care services,49.12402,-66.5069
Gmf Haute-gasp-sie (clsc De Cap-chat),Ambulatory health care services,49.09694,-66.6864
Gmf Haute-gasp-sie (clsc De Mont-louis),Ambulatory health care services,49.22858,-65.7351
Gmf Haute-gasp-sie (clsc De Sainte-anne-des-monts),Ambulatory health care services,49.11831,-66.4837
Gmf Horizon Sant- (clinique M-dicale Horizon Sant-),Ambulatory health care services,50.020753,-66.881909
Gmf Horizon Sant- (csss De Port-cartier),Ambulatory health care services,50.023694,-66.893971
Gmf Jolibourg (centre M-dical Jolibourg),Ambulatory health care services,45.524665,-73.85286
Gmf La Baie (clinique M-dicale De La Baie),Ambulatory health care services,48.339408,-70.881277
Gmf Lac-saint-jean-est (clinique De M-decine G-n-rale D'alma ),Ambulatory health care services,48.556729,-71.639048
Gmf Lac-saint-jean-est (clinique M-dicale De M-tabetchouan),Ambulatory health care services,48.426622,-71.871561
Gmf Lac-saint-jean-est (clinique M-dicale Du Manoir),Ambulatory health care services,48.577276,-71.627004
Gmf Lac-saint-jean-est (unit- De M-decine Familiale D'alma),Ambulatory health care services,48.550653,-71.664615
Gmf Lafontaine (groupe De M-decine De Famille Lafontaine),Ambulatory health care services,47.834385,-69.53796
Gmf Laurier De La Pini-re (centre M-dical De La Pini-re),Ambulatory health care services,45.7238639,-73.6826324
Gmf Laurier De La Pini-re (centre M-dical Laurier),Ambulatory health care services,45.7558996,-73.7143176
Gmf Lavaltrie-lanoraie (clinique M-dicale Lavaltrie),Ambulatory health care services,45.8935337,-73.2990397
Gmf Le Carrefour M-dical (centre M-dical Le Carrefour),Ambulatory health care services,45.567495,-73.749986
Gmf Le Gardeurois,Ambulatory health care services,45.7432104,-73.4833489
Gmf Les Eskers D'amos (clinique M-dicale Le Norois),Ambulatory health care services,48.574857,-78.127023
Gmf Les Eskers D'amos (gmf-u Les Eskers Et Groupe M-dicale Soleil),Ambulatory health care services,48.574933,-78.127853
Gmf Les Myrtilles Du Lac (centre M-dical De Saint-f-licien),Ambulatory health care services,48.655131,-72.459588
Gmf Les Myrtilles Du Lac (clinique M-dicale De Roberval),Ambulatory health care services,48.5453508,-72.2782688
Gmf Les Myrtilles Du Lac (clinique M-dicale Olivier-vien),Ambulatory health care services,48.518819,-72.221656
Gmf Les Myrtilles Du Lac (clinique M-dicale Saint-prime),Ambulatory health care services,48.593295,-72.333239
Gmf Les Myrtilles Du Lac (clsc De Saint-f-licien),Ambulatory health care services,48.653138,-72.44633
Gmf L-vis-les Rivi-res (gmf Centre M-dical L-vis-les Rivi-res),Ambulatory health care services,46.73092,-71.2958
Gmf Maria-chapdelaine (centre M-dical Dolbeau),Ambulatory health care services,48.880871,-72.228305
Gmf Maria-chapdelaine (clinique De M-decine Familiale De Dolbeau),Ambulatory health care services,48.880935,-72.228699
Gmf Maria-chapdelaine (clinique De M-decine Familiale De Mistassini),Ambulatory health care services,48.890672,-72.206834
Gmf Maria-chapdelaine (clinique Du Docteur R-al Dallaire),Ambulatory health care services,48.883782,-72.439981
Gmf Maria-chapdelaine (clinique M-dicale De Girardville),Ambulatory health care services,49.0046397,-72.544803
Gmf Maria-chapdelaine (clinique M-dicale De Milot),Ambulatory health care services,48.897037,-71.820205
Gmf Maria-chapdelaine (clinique M-dicale De Mistassini),Ambulatory health care services,48.894188,-72.204506
Gmf Maria-chapdelaine (clsc Et Centre D'h-bergement De Normandin),Ambulatory health care services,48.8388,-72.531076
Gmf Maria-chapdelaine (service M-dical De Normandin),Ambulatory health care services,48.83698,-72.529688
Gmf Maska (clinique De Saint-hyacinthe),Ambulatory health care services,45.646413,-72.953698
Gmf Matawinie (clinique M-dicale De Rawdon),Ambulatory health care services,46.0373504,-73.7010985
Gmf Matawinie (clinique M-dicale Saint-thomas),Ambulatory health care services,46.0139829,-73.3550138
Gmf Montcalm (clinique De M-decine Familiale Montcalm),Ambulatory health care services,48.42759,-71.071096
Gmf Monteuil (clinique M-dicale Monteuil),Ambulatory health care services,45.61558,-73.740695
Gmf M-di-centre Chomedey (centre M-dical Samson),Ambulatory health care services,45.529325,-73.75753
Gmf M-di-centre Chomedey (super-clinique)(m-di-centre Chomedey),Ambulatory health care services,45.53662,-73.742619
Gmf Nouvelle-beauce (centre M-dical De La Nouvelle-beauce),Ambulatory health care services,46.45322,-71.0267
Gmf Nouvelle-beauce (clinique M-dicale Saint-bernard),Ambulatory health care services,46.49964,-71.1354
Gmf Nouvelle-beauce (clinique M-dicale Saint-isidore),Ambulatory health care services,46.58575,-71.0915
Gmf Nouvelle-beauce (clinique M-dicale Vall-e-jonction),Ambulatory health care services,46.37176,-70.9209
Gmf Nouvelle-beauce (clsc Et Centre D'h-bergement De Sainte-marie),Ambulatory health care services,46.45266,-71.0274
Gmf Nouvelle-beauce (coop-rative De Solidarit- R-gionale De Services De Sant- De Frampton),Ambulatory health care services,46.46183,-70.809
Gmf Omni-plateau (clinique M-dicale Champlain),Ambulatory health care services,45.427099,-75.762591
Gmf Omni-plateau (clinique M-dicale Du Plateau),Ambulatory health care services,45.437999,-75.784745
Gmf Omni-plateau (omniclinique De L'outaouais),Ambulatory health care services,45.462594,-75.745182
Gmf Petite-nation (clsc Et Centre D'h-bergement Petite-nation),Ambulatory health care services,45.7224089,-75.0623048
Gmf Polyclinique Bor-ale (centre De M-decine Familiale De Baie-comeau),Ambulatory health care services,49.213758,-68.193841
Gmf Polyclinique Bor-ale (polyclinique Bor-ale),Ambulatory health care services,49.199538,-68.255767
Gmf Polyclinique Du Centre De L'-le,Ambulatory health care services,45.569595,-73.740192
Gmf Polyclinique M-dicale Pierre-le Gardeur (gmf-r),Ambulatory health care services,45.725788,-73.5091314
Gmf Rocher-perc- (clinique De M-decine Familiale De Chandler),Ambulatory health care services,48.34985,-64.6759
Gmf Rocher-perc- (clsc Chandler),Ambulatory health care services,48.35381,-64.6705
Gmf Rocher-perc- (clsc Perc-),Ambulatory health care services,48.52668,-64.2136
Gmf Rousseau-montcalm (centre M-dical Des Laurentides),Ambulatory health care services,45.866413,-73.757694
Gmf Rouyn-noranda (accueil Gmf),Ambulatory health care services,48.241631,-79.020006
Gmf Rouyn-noranda (centre M-dical Larivi-re),Ambulatory health care services,48.23107,-79.014285
Gmf Rouyn-noranda (clinique Alliance),Ambulatory health care services,48.247598,-79.018058
Gmf Rouyn-noranda (clinique M-dicale Acc-s-sant-),Ambulatory health care services,48.241631,-79.020006
Gmf Rouyn-noranda (clinique M-dicale Du Cuivre),Ambulatory health care services,48.239724,-79.019606
Gmf Rouyn-noranda (clinique M-dicale Fleur De Lys),Ambulatory health care services,48.241631,-79.020006
Gmf Rouyn-noranda (clinique M-dicale -vain),Ambulatory health care services,48.237802,-79.131445
Gmf Rouyn-noranda (clsc Partage Des Eaux),Ambulatory health care services,48.243329,-79.021069
Gmf Rouyn-noranda (gmf-u Rouyn-noranda),Ambulatory health care services,48.244026,-79.02049
Gmf Saguenay (clinique De M-decine Familiale Saguenay),Ambulatory health care services,48.415456,-71.054262
Gmf Saint-alexandre (clinique M-dicale Saint-alexandre),Ambulatory health care services,45.48738,-75.745459
Gmf Saint-charles (centre M-dical Saint-charles),Ambulatory health care services,45.695747,-73.614851
Gmf Saint-donat (clinique M-dicale Du Village),Ambulatory health care services,45.695677,-73.614489
Gmf Saint-donat (clsc De Chertsey),Ambulatory health care services,46.073094,-73.889108
Gmf Saint-donat (clsc De Saint-donat),Ambulatory health care services,46.321581,-74.22217
Gmf Saint-paul (clinique M-dicale Saint-paul),Ambulatory health care services,45.761807,-73.48813
Gmf Sainte-croix / Saint-patrice (clinique M-dicale Sainte-croix),Ambulatory health care services,46.62331,-71.7412
Gmf Sainte-croix/saint-patrice (coop-rative De Solidarit- Sant- Du Sud De Lotbini-re),Ambulatory health care services,46.41135,-71.2392
Gmf Sainte-doroth-e (bureau Des Docteurs Gilles Et Pierre Liboiron),Ambulatory health care services,45.550515,-73.710398
Gmf Sainte-doroth-e (bureau Dr Perron Et Al.),Ambulatory health care services,45.550377,-73.758933
Gmf Sainte-doroth-e (clinique M-dicale Sainte-doroth-e) (super-clinique),Ambulatory health care services,45.522912,-73.782703
Gmf Sainte-rose (clinique M-dicale Ste-rose),Ambulatory health care services,45.600504,-73.788713
Gmf Sainte-rose (super-clinique) (clsc Sainte-rose / Centre D'h-bergement Rose-de-lima),Ambulatory health care services,45.608132,-73.78944
Gmf Sydenham,Ambulatory health care services,48.420203,-71.043226
Gmf Taniata (clinique M-dicale Taniata),Ambulatory health care services,46.73631,-71.2132
Gmf T-miscavie (coop-rative Sant- T-miscavie),Ambulatory health care services,47.333808,-79.443509
Gmf T-miscavie (pavillon Sainte-famille),Ambulatory health care services,47.33312,-79.444387
Gmf Vall-e-de-l'or (clinique Docteur Claude Malenfant),Ambulatory health care services,48.097395,-77.820081
Gmf Vall-e-de-l'or (clinique M-dicale De L'or-et-des-bois),Ambulatory health care services,48.104844,-77.786488
Gmf Vall-e-de-l'or (clsc Malartic),Ambulatory health care services,48.140901,-78.127434
Gmf Vall-e-de-l'or (gmf-u De La Vall-e-de-l'or),Ambulatory health care services,48.095794,-77.795041
Gmf Vall-e-de-l'or / Clinique Familiale Des Pins,Ambulatory health care services,48.091385,-77.799609
Gmf Vall-e-de-la-batiscan (clinique M-dicale La P-rade),Ambulatory health care services,46.5720304,-72.2019672
Gmf Vall-e-de-la-batiscan (clinique M-dicale Saint-stanislas),Ambulatory health care services,46.6120369,-72.385506
Gmf Vall-e-de-la-batiscan (clinique M-dicale Saint-tite),Ambulatory health care services,46.72714405,-72.56824425
Gmf Vall-e-de-la-batiscan (clsc Saint-tite),Ambulatory health care services,46.7291667,-72.557454
Gmf Vall-e-de-la-batiscan (clsc Sainte-genevi-ve-de-bastiscan),Ambulatory health care services,46.541939,-72.344262
Gmf Vall-e-de-la-batiscan (coop-rative De Solidarit- Sant- De Sainte-th-cle),Ambulatory health care services,46.8179904,-72.5045341
Gmf Vall-e-de-la-gatineau (centre M-dical De Maniwaki),Ambulatory health care services,46.376865,-75.981046
Gmf Vall-e-de-la-gatineau (clinique M-dicale Du Cap),Ambulatory health care services,46.374999,-75.98125
Gmf Vall-e-de-la-gatineau (clinique Sant- De Grand-remous),Ambulatory health care services,46.6071771,-75.90146832
Gmf Vall-e-de-la-gatineau (clinique Sant- Haute-gatineau),Ambulatory health care services,46.09365969,-76.05143385
Gmf Vall-e-de-la-gatineau (clsc Gracefield),Ambulatory health care services,46.385088,-75.981673
Gmf Vall-e-de-la-gatineau (clsc Maniwaki),Ambulatory health care services,46.383967,-75.984479
Gmf Valmont-bois--lanaudi-re (clinique M-dicale Du Bois-),Ambulatory health care services,45.754125,-73.46074
Gmf Valmont-bois--lanaudi-re (clinique M-dicale Valmont),Ambulatory health care services,45.760335,-73.425402
Gmf Vents Et Mar-es (clinique M-dicale Vents Et Mar-es),Ambulatory health care services,50.204607,-66.384098
Gmf Vivacit- (clinique M-dicale Omni Plus),Ambulatory health care services,45.69268945,-73.63685893
Gmf Vivacit- (clinique Vivacit-),Ambulatory health care services,45.707457,-73.621805
Gmf-r Clinique M-digo (clinique Medigo),Ambulatory health care services,45.445957,-75.750426
Gmf-r Herzl (clinique Sans Rendez-vous Herzl),Ambulatory health care services,45.49969,-73.63
Gmf-r L-vis-m-tro (clinique M-dicale L-vis-m-tro),Ambulatory health care services,46.79138,-71.1666
Gmf-u De Chicoutimi,Ambulatory health care services,48.425643,-71.050317
Gmf-u De L-vis (coop-rative Sant- Des Monts De Bellechasse),Ambulatory health care services,46.6236,-70.6589
Gmf-u De L-vis (groupe De M-decine De Famille Universitaire De L-vis),Ambulatory health care services,46.73554,-71.2635
Gmf-u De Manicouagan (gmf-u Et Clsc Lionel-charest),Ambulatory health care services,49.208972,-68.237802
Gmf-u Des Etchemins (clinique M-dicale Sainte-justine),Ambulatory health care services,46.40592,-70.3532
Gmf-u Des Etchemins (groupe De M-decine De Famille Universitaire),Ambulatory health care services,46.40058,-70.498
Gmf-u Du Marigot (clsc Et Gmf-u Du Marigot),Ambulatory health care services,45.5868128,-73.7106477
Gmf-u Du Nord De Lanaudi-re (gmf-u De Saint-charles-borrom-e),Ambulatory health care services,46.040376,-73.453861
Gmf-u Du Sud De Lanaudi-re (centre Multiservices De Sant- Et De Services Sociaux Claude-david),Ambulatory health care services,45.718545,-73.47482
Gmf-u Laval (h-pital De La Cit--de-la-sant-),Ambulatory health care services,45.602794,-73.710641
Gmf-u Maizerets (clsc Et Gmf-u De Maizerets),Ambulatory health care services,46.843623,-71.218276
Gmf-u Maria (gesgapegiag Health And Community Services),Ambulatory health care services,48.19946,-65.9194
Gmf-u Maria (umf),Ambulatory health care services,48.1693,-65.9934
Gmf-u Quatre-bourgeois (gmf-u Quatre-bourgeois),Ambulatory health care services,46.778074,-71.294419
Gmf-u Saint-fran-ois D'assise (gmf-umf Saint-fran-ois D'assise),Ambulatory health care services,46.827727,-71.236474
Gmf-u Trois-rivi-res (centre Multiservices De Sant- Et De Services Sociaux Saint-joseph),Ambulatory health care services,46.347527,-72.545947
Gmf-u Trois-rivi-res (clinique M-dicale De Francheville),Ambulatory health care services,46.347519,-72.545947
Gmf-universitaire De Gatineau,Ambulatory health care services,45.493305,-75.688689
Gouvernail (r-adaptation Interne Adolescents) (le),Nursing and residential care facilities,46.86327,-71.2094
Grace Dart Extended Care Centre,Nursing and residential care facilities,45.5589563,-73.5286176
Grand Chemin (le),Nursing and residential care facilities,46.21392,-72.4332529
